Sample,X16B1NL,X17B1L,X17B1NL,X2B1L,X2B1NL,X9B1L,X9B1NL,P001,P002,P003,P004,P005,P006,P009,P010,P011,P012,P013,P014,P015,P016,P017,P018,P019,P020,P021,P022,P023,P024,P025,P026,P027,P028,P029,P030,P031,P032,P033,P034,P035,P036,P037,P038,P039,P040,P041,P042,P043,P044,P045,P046,P047,P048,P049,P050,P051,P052,P053,P055,P056,P057,P058,P059,P060,SoS002a,SoS002b,SoS004a,SoS004b,SoS005a,SoS005b,SoS006a,SoS006b,SoS008a,SoS008b,SoS011a,SoS011b,SoS014a,SoS014b,SoS017a,SoS017b,SoS018a,SoS018b,SoS023a,SoS023b,SoS024a,SoS024b,SoS025a,SoS025b,SoS027b,SoS031b,SoS033a,SoS035a,SoS035b,SoS036a,SoS036b,SoS039a,SoS039b,SoS042a,SoS042b,SoS055a,SoS055b,SoS060a,SoS060b,SoS063a,SoS063b,SoS065a,SoS065b,SoS069a,SoS069b,SoS070a,SoS070b,SoS073a,SoS073b,SoS075a,SoS075b,SoS077a,SoS077b,SoS078a,SoS078b,SoS079a,SoS079b,SoS080a,SoS080b,SoS081a,SoS081b,SoS082a,SoS082b,SoS085a,SoS085b,SoS087a,SoS087b,SoS091a,SoS091b,SoS098a,SoS098b,SoS099a,SoS099b,SoS100a,SoS100b,UG001,UG002,UG003,UG004,UG005,UG006,UG009,UG010
s__Brachybacterium_paraconglomeratum,0.22912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00076,0,0,0,0,0,0,0,0,0.01097,0,0,0,0,0,0,0,0,0,0,0,0,1.00182,0.26133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Microbacterium_lacticum,0.2229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18636,0.12004,0,0,0,0,0,0,0,0,0.2629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05043,0,0,0,0,0,0,0.00539,0.02241,0,0,0,0.04171,0,0.00716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14466,0.04209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Neisseria_sicca,0.19651,0.13979,0.26321,0,0,0,0,0,0,0,0,0,0.04178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37118,0,0,0.00079,0,0.48486,0,0,0,0,0,0,0,0,0,0,0,0,0.00924,0,0,0,0,0,0,0,0,0,0,0,0.06802,0,0,0,0,0,0.00415,0,0,0,0,0.04632,0.03952,0.02591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00836,0,0,0,0,0.02172,1.02861,0,0,0.35359,0.00567,0,0.1637,0,0,0,0,0,0,0.0818,0.00735,0,0,0,0
s__Streptococcus_mitis,0.19287,2.96546,1.07137,0,0,0,0,0,0,0.00362,0,1.48338,0.28378,0,0,0,0,0,0,0,0,0,0.02896,0,0,0,0.04941,0,0,0,0,0.14126,0.03249,0,0,0,0,0,0.22775,0,0.00949,0.79529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3426,0,0,0,0,0,0.78487,0,0,0.02721,0.00902,0,0,0,0,0,0.11772,0.001,0.00138,0,0,0,0,0.07042,0.06165,0,0.00424,0,0.02199,0.03384,0,0.00113,0,0,0,0.0036,0,0.08201,0,0,0.00463,0,0.03416,0,0,0,0,0,0,0,0,0.00232,0,0,0,0,0,0,0,0,0.00203,0,0.01235,0.00644,0,0.03222,0,0.00516,0,0,0.01904,0.13972,0.01734,0.00412,0.17926,0.32099,0,0.15603,0,0,0,0,0.01654,0.01001,0.51177,0.18732,0.01448,0,0.02515,0.01581
s__Ralstonia_mannitolilytica,0.19042,0.03182,0,0,0.0393,0.00105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Pectobacterium_aroidearum,0.17867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Corynebacterium_otitidis,0.17772,0,0,0,0.0312,0,0,0,0,0.00182,14.35908,0,0,0,0.00068,0,0,0,0,0.10086,0.06857,0,0,0,0,0.05842,0.29483,0,0,0,0,1.05371,0.16503,0,0,0,0,0,0,0,0,40.96292,1.52429,0,0.01075,0,0,0,0.00145,0,0.07301,0,0,0,0,0,0,0,0,0,0,0,3.34041,12.97782,0,0,0.05463,0.08163,0,0,0,0,0,0,0,0,0,0,0.04946,0.1765,0.00043,0.00759,0,0,0,0,0,0,0,0,0,0,0.00246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00278,0.00158,0.00714,0,0,0,0,0,0,0,0,0,0.10973,0.06298,0,0,0.00961,0.00216,0,0.01065,0.033,0.03436,0,0,0,0,0,0,0.14113,0.00939,0,0,0.03832,0.06688,0.00925,0,0,0
s__Staphylococcus_arlettae,0.15982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Corynebacterium_singulare,0.14299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06446,0.03224,0,0,0,0,0,0,0,0,0,0.00023,0,0,0,0,0,0,0.00591,0.00167,0.02566,0.01766,0.10638,0.04847,0,0,0,0
s__Streptococcus_gordonii,0.13212,0.2791,0.36922,0,0,0,0,0,0,0,0,1.53155,0.83332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32394,0.01915,0,0,0,0,0,0,0,0.00042,0,0,0,0,0,0,0,0,0,0,0.00281,0,0,0,0,0,0,0,0,0,0,0,0.38427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07131,0.11725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18898,0.1837,0,0,0,0,0.00155,0,0,0,0,0,0,0,0,0.03491,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8234,0,0,0.05777,0.03547,0,1.2004,0,0,0,0,0,0,0.02022,0,0,0.09109,0,0
s__Kocuria_palustris,0.12439,0,0,0,0.01097,0,0,0,0,0,0,0,0.34969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04459,0,11.59997,1.87745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00184,0,0.09335,0.1653,0.02217,0,0,0,0,0,0,0,0.15094,0.066,0.26738,0.49455,0,0,0,0,0,0.00235,0,0.22229,0,0.82044,0.07432,0,0.10625,0,0,0,0,0,0,0,0,0.00158,0,0,0,0,0,0,0,0,0,0.02898,0.03934,0,0,0,0,0.12375,0.15401,0,0.09098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0096
s__Streptococcus_oralis,0.11829,0,0.05722,0,0,0,0,0,0,0,0,0.11598,0.02577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01281,0,0,0,0,0,0,0,0,0,0,0,0.00107,0,0,0,0,0,0,0,0,0,0,0.0677,0,0,0,0,0,0,0,0,0,0,0,0.14137,0,0,0,0,0.10256,0,0,0,0,0,0,0,0,0,0.07324,0,0.00961,0.04489,0,0,0,0,0,0,0.00471,0,0,0,0,0.16355,0,0,0,0,0,0.1398,0.41481,0,0,0,0,0.101,0.04774,0,0,0,0,0,0,0,0,0,0,0,0,0.00473,0,0,0,0,0,0,0,0,0.20854,0,0,0,0.22455,0,0.21828,0,0,0,0,0,0,0.02295,0,0,0.03468,0.03878,0.00592
s__Aerococcus_viridans,0.11384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB10485_SGB49305,0.11132,0,0.01787,0,0,0,0,0,0,0.01801,0,0.45021,0.55497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18088,0,0,0.12861,0,0,0,0,0,0,0.00293,0,0,0,0,0,0,0.18626,0.49524,0,0.00389,0,0,0.00162,0,0,0,0,0,0,0,0,0,0,0,0,0.19519,0.93197,0,0,0,0,0.02324,0,0,0,0,0,0,0.00105,0.00871,0.02715,0,0,0,0,0.32534,0.00548,0,0,0,0,0,0,0,0,0,0,0.13372,0,0,0,0,0,0.01748,0,0,0,0.0768,0,0,0,0.00899,0
s__Acinetobacter_ursingii,0.09152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2215,0.01612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00589,0,0,0,0,0,0.00494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00293,0,0,0,0,0
s__Sphingomonas_sp_CCH5_D11,0.08228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Corynebacterium_genitalium,0.07765,0,0,0,0.02851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00637,0,0.00342,0,0,0,0,0.20849,0,0.00546,0,0,0,0,0.15308,0.07484,0.04252,0.8472,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02951,0.00966,0,0,0,0,0,0,0,0,0,0,0.00921,0.00609,0,0,0.01529,0.03882,0,0,0,0,0.91953,0.00479,0,0,0,0,0,0,0,0,0,0,0.61927,0.08715,0,0,0,0,0,0,0,0,0.00055,0,0,0,0,0
s__Pseudomonas_juntendi,0.07698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB79977_SGB1466,0.07458,1.94864,0.28789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02368,0,0,0,0,0,0.00443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Corynebacterium_hadale,0.07315,0,0,0,0.02782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24958,0.10055,0,0,0,0,0,0,0,0,0,0,0,0,0.11325,0.14119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1904,0.0082,0.00026,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09671,0.0742,0,0,0,0,0.08212,0.02274,0,0,0,0,0,0,0.24282,0.0435,0,0,0.05591,0.07017,0,0,0,0,0,0,0.07385,0.02902,0.05659,0.03441,0,0,0,0
s__Leuconostoc_mesenteroides,0.07233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07247,0.00951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Pantoea_eucrina,0.06815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Veillonella_parvula,0.06772,0,0.01548,0,0,0,0,0,0.03506,0,0,0,0.10476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30718,0.03135,0,0,0,0,0,0,0,0.0003,0,0,0,0.02271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00907,0.01866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16173,0.19513,0,0,0,0,0.00331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04174,0,0,0,0,0,0.00173,0,0,0.92331,1.23246,0,0.89397,0,0,0,0,0,0,0.027,0,0,0,0,0
s__Paracoccus_aerius,0.065,0,0.01727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Malassezia_globosa,0.06338,0.81712,3.25068,0.36459,2.4993,1.37462,0.73279,0,0,0,5.267,0,0.85912,0.19242,0.00104,0,0.00243,0,0.37758,0,3.30242,0,0,0,0.40038,0,0.08519,0.03537,0.00666,0,0,0.6967,0.2788,0.00343,0,0,1.69831,1.35364,41.46683,0,0,0.02335,18.45048,0,0.04952,3.02973,0.04935,0,0.01367,0,1.47093,0.30005,0,0,0,0,0,0.13957,0,0,0,0,0,1.9407,3.36455,0.03148,1.03393,0.05819,4.53753,1.39857,0.02475,0,6.21455,0.06237,0.1528,0,3.98587,0.02006,25.39117,0.54413,0.19937,0.14471,2.2682,1.08252,0.88513,0,0.17867,0,0.00871,0,0.84582,0.46647,0.00081,2.55066,0,0,0,3.6315,0,2.55669,0.00471,1.5072,0.09479,0.01183,0,0.00349,0,1.66992,0,0.07418,0.01152,0.09695,0,1.37419,0.36527,0.0404,0.00522,0.00213,0,1.32769,0,11.95642,0.06486,3.00189,0.52664,0.16922,0.00731,1.21317,1.02844,0.48228,0.00239,6.97066,0.31254,0.267,0,0.10359,0,21.36484,0.10327,0.55697,1.80878,1.49736,1.74502,0.04423,2.26876,0.03052,2.46306
s__Brevundimonas_vesicularis,0.05913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Staphylococcus_saprophyticus,0.05632,0,0,0,0.10471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00305,0,0,0,0,0,0,0,0,0.13019,0.06038,0,0,0,0,0,0,0,0,0,0.02164,0,0.46771,0.69309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Cupriavidus_metallidurans,0.05414,0.01347,0.02958,0,0,0,0.00504,0,0,0,0,0.07934,0,0,0.00019,0.55629,0.04653,0,0.19154,0,0,0,0.0211,0,0.00359,0,0.00226,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00045,0,0,0,0.00317,0,0.00609,0,0.00195,0,0,0,0,0,0,0,0.15234,0,0,0.00239,0,0,0,0,0,0,0,0,0.06136,0.01161,0.0032,0,0.05923,0.01187,0,0,0.00587,0.00199,0.01916,0.05433,0,0,0,0,0.0156,0.04211,0.07872,0,0,0,0,1.12212,0.0435,0.29654,0.08097,0,0.02501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00624,0,0,0,0,0.00773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Brevibacterium_casei,0.05154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Corynebacterium_mucifaciens,0.04654,0.87065,0.73634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64432,0.02429,0,0,0,0,0,0,0,0,0,0.01358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0386,0.03312,0.37033,0.43653,0,0,0,0.00147,0,0,0,0,0,0,0.00694,0.02809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00091,0,0,0,0.35832,0.66323,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03086,0,0,0,0,0,0,0,0,0,0,0.11221,0.14259,0,0,0,0,0,0
s__Granulicatella_adiacens,0.04298,0,0,0,0,0,0,0,0,0,0,0,0.03344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00158,0.00858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00353,0,0,0,0,0,0.00371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04959,0,0,0,0.02228,0,0.053,0,0,0,0,0,0,0,0,0,0,0,0
s__Brevundimonas_diminuta,0.04135,0,0,0,0,0,0,0,0,0,0,0,0.37593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Streptococcus_sanguinis,0.03881,0,0.02994,0,0,0,0,0,0,0.01816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07458,0,0,0.01935,0,0.18097,0.0427,0,0,0,0,0,0,0,0,0,0,0.03105,0.0733,0,0,0,0,0,0,0,0,0,0,0,0.12011,0,0,0,0.00965,0,0.0298,0.00894,0,0,0,0.01389,0.07737,0.00499,0,0,0.00155,0,0,0,0,0.01073,0,0,0,0,0,0,0,0.1266,0,0,0,0,0,0.74567,0,0,0,0.07196,0,0,0,0,0,0,0,0,0.01309,0,0,0,0,0
s__GGB3493_SGB17107,0.03617,0,0,0,0.02765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3739,0.06799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12409,0.02371,0.02482,0.03957,0,0,0,0.00036,0,0,0,0,0,0,0.08845,0.08875,0.01118,0.22074,0,0,0,0,0,0,0,0,0,0,0,0,0.03879,0.35354,0.04154,0,0,0,0,0,0,0,0,0,0,0.00031,0.00329,0,0,0.19655,0.1527,0,0,0,0,0.05572,0.00144,0,0,0,0,0,0,0.26136,0.07888,0,0,0,0.04822,0,0,0,0,0,0,0.00537,0.00036,0,0,0,0,0,0
s__Rhizobium_pusense,0.03372,0,0,0,0,0,0,0,0,0,0,0,0.03388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00126,0,0.40575,0.00649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Micrococcus_endophyticus,0.03206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00195,0,0,0,0.00439,0.08694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Corynebacterium_dentalis,0.03203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01582,0.13356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00032,0,0,0,0,0
